ADM2 Code;City;ADM1 Code;State;ADM0 Code;Country;Country Code
35877;Kitahatamura;1683;Saga;126;Japan;JP
35878;Kitasigeyasutyoo;1683;Saga;126;Japan;JP
35879;Kiyamatyoo;1683;Saga;126;Japan;JP
35880;Koohokumati;1683;Saga;126;Japan;JP
35881;Kubotatyoo;1683;Saga;126;Japan;JP
35882;Kyuuragimati;1683;Saga;126;Japan;JP
35883;Mikatukityoo;1683;Saga;126;Japan;JP
35884;Minetyoo;1683;Saga;126;Japan;JP
35885;Mitagawatyoo;1683;Saga;126;Japan;JP
35886;Mitusemura;1683;Saga;126;Japan;JP
35887;Morodomityoo;1683;Saga;126;Japan;JP
35888;Nakabarutyoo;1683;Saga;126;Japan;JP
35889;Nanayamamura;1683;Saga;126;Japan;JP
35890;Nisiaritatyoo;1683;Saga;126;Japan;JP
35891;Ogimati;1683;Saga;126;Japan;JP
35892;Oomatityoo;1683;Saga;126;Japan;JP
35893;Ootityoo;1683;Saga;126;Japan;JP
35894;Sagasi;1683;Saga;126;Japan;JP
35895;Sehurimura;1683;Saga;126;Japan;JP
35896;Siotatyoo;1683;Saga;126;Japan;JP
35897;Siroisityoo;1683;Saga;126;Japan;JP
35898;Takeosi;1683;Saga;126;Japan;JP
35899;Takusi;1683;Saga;126;Japan;JP
35900;Taratyoo;1683;Saga;126;Japan;JP
35901;Tinzeetyoo;1683;Saga;126;Japan;JP
35902;Tiyodatyoo;1683;Saga;126;Japan;JP
35903;Tosusi;1683;Saga;126;Japan;JP
35904;Uresinomati;1683;Saga;126;Japan;JP
35905;Usidutyoo;1683;Saga;126;Japan;JP
35906;Yamatotyoo;1683;Saga;126;Japan;JP
35907;Yamautityoo;1683;Saga;126;Japan;JP
35908;Yobukotyoo;1683;Saga;126;Japan;JP
35909;Ageosi;1684;Saitama;126;Japan;JP
35910;Arakawamura;1684;Saitama;126;Japan;JP
35911;Asakasi;1684;Saitama;126;Japan;JP
35912;Gyoodasi;1684;Saitama;126;Japan;JP
35913;Hanazonomati;1684;Saitama;126;Japan;JP
35914;Hannoosi;1684;Saitama;126;Japan;JP
35915;Hanyuusi;1684;Saitama;126;Japan;JP
35916;Hasudasi;1684;Saitama;126;Japan;JP
35917;Hatogayasi;1684;Saitama;126;Japan;JP
35918;Hatoyamamati;1684;Saitama;126;Japan;JP
35919;Hidakasi;1684;Saitama;126;Japan;JP
35920;Higasimatuyamasi;1684;Saitama;126;Japan;JP
35921;Higasititibumura;1684;Saitama;126;Japan;JP
35922;Honzyoosi;1684;Saitama;126;Japan;JP
35923;Hukayasi;1684;Saitama;126;Japan;JP
35924;Hukiagemati;1684;Saitama;126;Japan;JP
35925;Huzimisi;1684;Saitama;126;Japan;JP
35926;Inamati;1684;Saitama;126;Japan;JP
35927;Irumasi;1684;Saitama;126;Japan;JP
35928;Iwatukisi;1684;Saitama;126;Japan;JP
35929;Kamihukuokasi;1684;Saitama;126;Japan;JP
35930;Kamiizumimura;1684;Saitama;126;Japan;JP
35931;Kamikawamati;1684;Saitama;126;Japan;JP
35932;Kamisatomati;1684;Saitama;126;Japan;JP
35933;Kasukabesi;1684;Saitama;126;Japan;JP
35934;Kawagutisi;1684;Saitama;126;Japan;JP
35935;Kawamotomati;1684;Saitama;126;Japan;JP
35936;Kawasatomura;1684;Saitama;126;Japan;JP
35937;Kawazimamati;1684;Saitama;126;Japan;JP
35938;Kazosi;1684;Saitama;126;Japan;JP
35939;Kisaimati;1684;Saitama;126;Japan;JP
35940;Kitakawabemati;1684;Saitama;126;Japan;JP
35941;Kitamotosi;1684;Saitama;126;Japan;JP
35942;Kodamamati;1684;Saitama;126;Japan;JP
35943;Koonanmati;1684;Saitama;126;Japan;JP
35944;Koonosusi;1684;Saitama;126;Japan;JP
35945;Kosigayasi;1684;Saitama;126;Japan;JP
35946;Kukisi;1684;Saitama;126;Japan;JP
35947;Kumagayasi;1684;Saitama;126;Japan;JP
35948;Kurihasimati;1684;Saitama;126;Japan;JP
35949;Matubusimati;1684;Saitama;126;Japan;JP
35950;Menumamati;1684;Saitama;126;Japan;JP
35951;Minamikawaramura;1684;Saitama;126;Japan;JP
35952;Minanomati;1684;Saitama;126;Japan;JP
35953;Misatomati;1684;Saitama;126;Japan;JP
35954;Misatosi;1684;Saitama;126;Japan;JP
35955;Miyasiromati;1684;Saitama;126;Japan;JP
35956;Miyosimati;1684;Saitama;126;Japan;JP
35957;Moroyamamati;1684;Saitama;126;Japan;JP
35958;Nagatoromati;1684;Saitama;126;Japan;JP
35959;Nagurimura;1684;Saitama;126;Japan;JP
35960;Namegawamati;1684;Saitama;126;Japan;JP
35961;Niizasi;1684;Saitama;126;Japan;JP
35962;Oganomati;1684;Saitama;126;Japan;JP
35963;Ogawamati;1684;Saitama;126;Japan;JP
35964;Ogosemati;1684;Saitama;126;Japan;JP
35965;Okabemati;1684;Saitama;126;Japan;JP
35966;Okegawasi;1684;Saitama;126;Japan;JP
35967;Oomiyasi;1684;Saitama;126;Japan;JP
35968;Oosatomura;1684;Saitama;126;Japan;JP
35969;Ootakimura;1684;Saitama;126;Japan;JP
35970;Ootonemati;1684;Saitama;126;Japan;JP
35971;Ranzanmati;1684;Saitama;126;Japan;JP
35972;Ryookamimura;1684;Saitama;126;Japan;JP
35973;Sakadosi;1684;Saitama;126;Japan;JP
35974;Satutesi;1684;Saitama;126;Japan;JP
35975;Sayamasi;1684;Saitama;126;Japan;JP
35976;Sikisi;1684;Saitama;126;Japan;JP
35977;Siraokamati;1684;Saitama;126;Japan;JP
35978;Sookasi;1684;Saitama;126;Japan;JP
35979;Sugitomati;1684;Saitama;126;Japan;JP
35980;Syoobumati;1684;Saitama;126;Japan;JP
35981;Syoowamati;1684;Saitama;126;Japan;JP
35982;Tamagawamura;1684;Saitama;126;Japan;JP
35983;Titibusi;1684;Saitama;126;Japan;JP
35984;Todasi;1684;Saitama;126;Japan;JP
35985;Tokigawamura;1684;Saitama;126;Japan;JP
35986;Tokorozawasi;1684;Saitama;126;Japan;JP
35987;Turugasimasi;1684;Saitama;126;Japan;JP
35988;Urawasi;1684;Saitama;126;Japan;JP
35989;Wakoosi;1684;Saitama;126;Japan;JP
35990;Warabisi;1684;Saitama;126;Japan;JP
35991;Wasimiyamati;1684;Saitama;126;Japan;JP
35992;Yasiosi;1684;Saitama;126;Japan;JP
35993;Yokozemati;1684;Saitama;126;Japan;JP
35994;Yonosi;1684;Saitama;126;Japan;JP
35995;Yoriimati;1684;Saitama;126;Japan;JP
35996;Yosidamati;1684;Saitama;126;Japan;JP
35997;Yosikawatyoo;1684;Saitama;126;Japan;JP
35998;Yosimimati;1684;Saitama;126;Japan;JP
35999;Adogawatyoo;1685;Siga;126;Japan;JP
36000;Adutityoo;1685;Siga;126;Japan;JP
36001;Aitootyoo;1685;Siga;126;Japan;JP
36002;Azaityoo;1685;Siga;126;Japan;JP
36003;Biwatyoo;1685;Siga;126;Japan;JP
36004;Eegenzityoo;1685;Siga;126;Japan;JP
36005;Etigawatyoo;1685;Siga;126;Japan;JP
36006;Gamootyoo;1685;Siga;126;Japan;JP
36007;Gokasyootyoo;1685;Siga;126;Japan;JP
36008;Hatasyootyoo;1685;Siga;126;Japan;JP
36009;Hikonesi;1685;Siga;126;Japan;JP
36010;Hinotyoo;1685;Siga;126;Japan;JP
36011;Ibukityoo;1685;Siga;126;Japan;JP
36012;Imadutyoo;1685;Siga;126;Japan;JP
36013;Isibetyoo;1685;Siga;126;Japan;JP
36014;Kinomototyoo;1685;Siga;126;Japan;JP
36015;Kohokutyoo;1685;Siga;126;Japan;JP
36016;Kookatyoo;1685;Siga;126;Japan;JP
36017;Koonantyoo;1685;Siga;126;Japan;JP
36018;Kooratyoo;1685;Siga;126;Japan;JP
36019;Kooseetyoo;1685;Siga;126;Japan;JP
36020;Kotootyoo;1685;Siga;126;Japan;JP
36021;Kusatusi;1685;Siga;126;Japan;JP
36022;Kutukimura;1685;Siga;126;Japan;JP
36023;Maiharatyoo;1685;Siga;126;Japan;JP
36024;Makinotyoo;1685;Siga;126;Japan;JP
36025;Minakutityoo;1685;Siga;126;Japan;JP
36026;Moriyamasi;1685;Siga;126;Japan;JP
36027;Nagahamasi;1685;Siga;126;Japan;JP
36028;Nisiazaityoo;1685;Siga;126;Japan;JP
36029;Notogawatyoo;1685;Siga;126;Japan;JP
36030;Oomihatimansi;1685;Siga;126;Japan;JP
36031;Oomityoo;1685;Siga;126;Japan;JP
36032;Ootusi;1685;Siga;126;Japan;JP
36033;Rittootyoo;1685;Siga;126;Japan;JP
36034;Ryuuootyoo;1685;Siga;126;Japan;JP
36035;Santootyoo;1685;Siga;126;Japan;JP
36036;Sigarakityoo;1685;Siga;126;Japan;JP
36037;Sigatyoo;1685;Siga;126;Japan;JP
36038;Sin'asahityoo;1685;Siga;126;Japan;JP
36039;Tagatyoo;1685;Siga;126;Japan;JP
36040;Takasimatyoo;1685;Siga;126;Japan;JP
36041;Takatukityoo;1685;Siga;126;Japan;JP
36042;Torahimetyoo;1685;Siga;126;Japan;JP
36043;Toyosatotyoo;1685;Siga;126;Japan;JP
36044;Tutiyamatyoo;1685;Siga;126;Japan;JP
36045;Tyuuzutyoo;1685;Siga;126;Japan;JP
36046;Yasutyoo;1685;Siga;126;Japan;JP
36047;Yogotyoo;1685;Siga;126;Japan;JP
36048;Yookaitisi;1685;Siga;126;Japan;JP
36049;Akagityoo;1686;Simane;126;Japan;JP
36050;Amatyoo;1686;Simane;126;Japan;JP
36051;Asahityoo;1686;Simane;126;Japan;JP
36052;Daitootyoo;1686;Simane;126;Japan;JP
36053;Daiwamura;1686;Simane;126;Japan;JP
36054;Gokamura;1686;Simane;126;Japan;JP
36055;Gootusi;1686;Simane;126;Japan;JP
36056;Hakutatyoo;1686;Simane;126;Japan;JP
36057;Hamadasi;1686;Simane;126;Japan;JP
36058;Hasumimura;1686;Simane;126;Japan;JP
36059;Higasiizumotyoo;1686;Simane;126;Japan;JP
36060;Hikawatyoo;1686;Simane;126;Japan;JP
36061;Hikimityoo;1686;Simane;126;Japan;JP
36062;Hiratasi;1686;Simane;126;Japan;JP
36063;Hirosemati;1686;Simane;126;Japan;JP
36064;Husemura;1686;Simane;126;Japan;JP
36065;Iwamityoo;1686;Simane;126;Japan;JP
36066;Izumosi;1686;Simane;126;Japan;JP
36067;Kakeyamati;1686;Simane;126;Japan;JP
36068;Kakinokimura;1686;Simane;126;Japan;JP
36069;Kamomati;1686;Simane;126;Japan;JP
36070;Kanagityoo;1686;Simane;126;Japan;JP
36071;Kasimatyoo;1686;Simane;126;Japan;JP
36072;Kawamotomati;1686;Simane;126;Japan;JP
36073;Kisukityoo;1686;Simane;126;Japan;JP
36074;Koryootyoo;1686;Simane;126;Japan;JP
36075;Masudasi;1686;Simane;126;Japan;JP
36076;Matuesi;1686;Simane;126;Japan;JP
36077;Mihonosekityoo;1686;Simane;126;Japan;JP
36078;Misumityoo;1686;Simane;126;Japan;JP
36079;Mitotyoo;1686;Simane;126;Japan;JP
36080;Mitoyatyoo;1686;Simane;126;Japan;JP
36081;Mizuhotyoo;1686;Simane;126;Japan;JP
36082;Muikaitimati;1686;Simane;126;Japan;JP
36083;Nimatyoo;1686;Simane;126;Japan;JP
36084;Nisinosimatyoo;1686;Simane;126;Japan;JP
36085;Nitatyoo;1686;Simane;126;Japan;JP
36086;Nitiharatyoo;1686;Simane;126;Japan;JP
36087;Oodasi;1686;Simane;126;Japan;JP
36088;Ootityoo;1686;Simane;126;Japan;JP
36089;Sadatyoo;1686;Simane;126;Japan;JP
36090;Saigootyoo;1686;Simane;126;Japan;JP
36091;Sakuraetyoo;1686;Simane;126;Japan;JP
36092;Simanetyoo;1686;Simane;126;Japan;JP
36093;Sinzityoo;1686;Simane;126;Japan;JP
36094;Taisyamati;1686;Simane;126;Japan;JP
36095;Takityoo;1686;Simane;126;Japan;JP
36096;Tamayutyoo;1686;Simane;126;Japan;JP
36097;Tibumura;1686;Simane;126;Japan;JP
36098;Tonbaratyoo;1686;Simane;126;Japan;JP
36099;Tumamura;1686;Simane;126;Japan;JP
36100;Tuwanotyoo;1686;Simane;126;Japan;JP
36101;Yakumomura;1686;Simane;126;Japan;JP
36102;Yasakamura;1686;Simane;126;Japan;JP
36103;Yasugisi;1686;Simane;126;Japan;JP
36104;Yatukatyoo;1686;Simane;126;Japan;JP
36105;Yokotatyoo;1686;Simane;126;Japan;JP
36106;Yosidamura;1686;Simane;126;Japan;JP
36107;Yunotumati;1686;Simane;126;Japan;JP
36108;Amagiyugasimatyoo;1687;Sizuoka;126;Japan;JP
36109;Araityoo;1687;Sizuoka;126;Japan;JP
36110;Asabatyoo;1687;Sizuoka;126;Japan;JP
36111;Atamisi;1687;Sizuoka;126;Japan;JP
36112;Daitootyoo;1687;Sizuoka;126;Japan;JP
36113;Gotenbasi;1687;Sizuoka;126;Japan;JP
36114;Haibaratyoo;1687;Sizuoka;126;Japan;JP
36115;Hamakitasi;1687;Sizuoka;126;Japan;JP
36116;Hamamatusi;1687;Sizuoka;126;Japan;JP
36117;Hamaokatyoo;1687;Sizuoka;126;Japan;JP
36118;Harunotyoo;1687;Sizuoka;126;Japan;JP
36119;Hedamura;1687;Sizuoka;126;Japan;JP
36120;Higasiizutyoo;1687;Sizuoka;126;Japan;JP
36121;Honkawanetyoo;1687;Sizuoka;126;Japan;JP
36122;Hosoetyoo;1687;Sizuoka;126;Japan;JP
36123;Hukudetyoo;1687;Sizuoka;126;Japan;JP
36124;Hukuroisi;1687;Sizuoka;126;Japan;JP
36125;Huziedasi;1687;Sizuoka;126;Japan;JP
36126;Huzikawatyoo;1687;Sizuoka;126;Japan;JP
36127;Huzinomiyasi;1687;Sizuoka;126;Japan;JP
36128;Huzisi;1687;Sizuoka;126;Japan;JP
36129;Inasatyoo;1687;Sizuoka;126;Japan;JP
36130;Itoosi;1687;Sizuoka;126;Japan;JP
36131;Iwatasi;1687;Sizuoka;126;Japan;JP
36132;Izunagaokatyoo;1687;Sizuoka;126;Japan;JP
36133;Kakegawasi;1687;Sizuoka;126;Japan;JP
36134;Kamomura;1687;Sizuoka;126;Japan;JP
36135;Kanayatyoo;1687;Sizuoka;126;Japan;JP
36136;Kanbaratyoo;1687;Sizuoka;126;Japan;JP
36137;Kannamityoo;1687;Sizuoka;126;Japan;JP
36138;Kawadutyoo;1687;Sizuoka;126;Japan;JP
36139;Kawanetyoo;1687;Sizuoka;126;Japan;JP
36140;Kikugawatyoo;1687;Sizuoka;126;Japan;JP
36141;Kosaisi;1687;Sizuoka;126;Japan;JP
36142;Maisakatyoo;1687;Sizuoka;126;Japan;JP
36143;Matuzakityoo;1687;Sizuoka;126;Japan;JP
36144;Mikkabityoo;1687;Sizuoka;126;Japan;JP
36145;Minamiizutyoo;1687;Sizuoka;126;Japan;JP
36146;Misakubotyoo;1687;Sizuoka;126;Japan;JP
36147;Misimasi;1687;Sizuoka;126;Japan;JP
36148;Morimati;1687;Sizuoka;126;Japan;JP
36149;Name Unknown;1687;Sizuoka;126;Japan;JP
36150;Nagaizumityoo;1687;Sizuoka;126;Japan;JP
36151;Nakaizutyoo;1687;Sizuoka;126;Japan;JP
36152;Nakakawanetyoo;1687;Sizuoka;126;Japan;JP
36153;Nirayamatyoo;1687;Sizuoka;126;Japan;JP
36154;Nisiizutyoo;1687;Sizuoka;126;Japan;JP
36155;Numadusi;1687;Sizuoka;126;Japan;JP
36156;Ogasatyoo;1687;Sizuoka;126;Japan;JP
36157;Okabetyoo;1687;Sizuoka;126;Japan;JP
36158;Omaezakityoo;1687;Sizuoka;126;Japan;JP
36159;Oohitotyoo;1687;Sizuoka;126;Japan;JP
36160;Ooigawatyoo;1687;Sizuoka;126;Japan;JP
36161;Oosukatyoo;1687;Sizuoka;126;Japan;JP
36162;Oyamatyoo;1687;Sizuoka;126;Japan;JP
36163;Ryuuyootyoo;1687;Sizuoka;126;Japan;JP
36164;Sagaratyoo;1687;Sizuoka;126;Japan;JP
36165;Sakumatyoo;1687;Sizuoka;126;Japan;JP
36166;Sibakawatyoo;1687;Sizuoka;126;Japan;JP
36167;Simadasi;1687;Sizuoka;126;Japan;JP
36168;Simizusi;1687;Sizuoka;126;Japan;JP
36169;Simizutyoo;1687;Sizuoka;126;Japan;JP
36170;Simodasi;1687;Sizuoka;126;Japan;JP
36171;Sizuokasi;1687;Sizuoka;126;Japan;JP
36172;Susonosi;1687;Sizuoka;126;Japan;JP
36173;Syuzenzityoo;1687;Sizuoka;126;Japan;JP
36174;Tatuyamamura;1687;Sizuoka;126;Japan;JP
36175;Tenryuusi;1687;Sizuoka;126;Japan;JP
36176;Toityoo;1687;Sizuoka;126;Japan;JP
36177;Toyodatyoo;1687;Sizuoka;126;Japan;JP
36178;Toyookamura;1687;Sizuoka;126;Japan;JP
36179;Yaidusi;1687;Sizuoka;126;Japan;JP
36180;Yosidatyoo;1687;Sizuoka;126;Japan;JP
36181;Yuityoo;1687;Sizuoka;126;Japan;JP
36182;Yuutootyoo;1687;Sizuoka;126;Japan;JP
36183;Asikagasi;1688;Totigi;126;Japan;JP
36184;Asiomati;1688;Totigi;126;Japan;JP
36185;Awanomati;1688;Totigi;126;Japan;JP
36186;Batoomati;1688;Totigi;126;Japan;JP
36187;Hagamati;1688;Totigi;126;Japan;JP
36188;Huziharamati;1688;Totigi;126;Japan;JP
36189;Huziokamati;1688;Totigi;126;Japan;JP
36190;Imaitisi;1688;Totigi;126;Japan;JP
36191;Isibasimati;1688;Totigi;126;Japan;JP
36192;Itikaimati;1688;Totigi;126;Japan;JP
36193;Iwahunemati;1688;Totigi;126;Japan;JP
36194;Kamikawatimura;1688;Totigi;126;Japan;JP
36195;Kaminokawamati;1688;Totigi;126;Japan;JP
36196;Kanumasi;1688;Totigi;126;Japan;JP
36197;Karasuyamamati;1688;Totigi;126;Japan;JP
36198;Kawatimati;1688;Totigi;126;Japan;JP
36199;Kituregawamati;1688;Totigi;126;Japan;JP
36200;Kokubunzimati;1688;Totigi;126;Japan;JP
36201;Kuriyamamura;1688;Totigi;126;Japan;JP
36202;Kurobanemati;1688;Totigi;126;Japan;JP
36203;Kuroisosi;1688;Totigi;126;Japan;JP
36204;Kuzuumati;1688;Totigi;126;Japan;JP
36205;Masikomati;1688;Totigi;126;Japan;JP
36206;Mibumati;1688;Totigi;126;Japan;JP
36207;Minamikawatimati;1688;Totigi;126;Japan;JP
36208;Minaminasumati;1688;Totigi;126;Japan;JP
36209;Mookasi;1688;Totigi;126;Japan;JP
36210;Motegimati;1688;Totigi;126;Japan;JP
36211;Nasumati;1688;Totigi;126;Japan;JP
36212;Nikkoosi;1688;Totigi;126;Japan;JP
36213;Ninomiyamati;1688;Totigi;126;Japan;JP
36214;Nisikatamati;1688;Totigi;126;Japan;JP
36215;Nisinasunomati;1688;Totigi;126;Japan;JP
36216;Nogimati;1688;Totigi;126;Japan;JP
36217;Ogawamati;1688;Totigi;126;Japan;JP
36218;Oohiramati;1688;Totigi;126;Japan;JP
36219;Ootawarasi;1688;Totigi;126;Japan;JP
36220;Oyamasi;1688;Totigi;126;Japan;JP
36221;Sanosi;1688;Totigi;126;Japan;JP
36222;Siobaramati;1688;Totigi;126;Japan;JP
36223;Sioyamati;1688;Totigi;126;Japan;JP
36224;Takanezawamati;1688;Totigi;126;Japan;JP
36225;Tanumamati;1688;Totigi;126;Japan;JP
36226;Totigisi;1688;Totigi;126;Japan;JP
36227;Tugamati;1688;Totigi;126;Japan;JP
36228;Utunomiyasi;1688;Totigi;126;Japan;JP
36229;Uziiemati;1688;Totigi;126;Japan;JP
36230;Yaitasi;1688;Totigi;126;Japan;JP
36231;Yudukamimura;1688;Totigi;126;Japan;JP
36232;Aioityoo;1689;Tokusima;126;Japan;JP
36233;Aizumityoo;1689;Tokusima;126;Japan;JP
36234;Anabukityoo;1689;Tokusima;126;Japan;JP
36235;Anansi;1689;Tokusima;126;Japan;JP
36236;Awatyoo;1689;Tokusima;126;Japan;JP
36237;Donarityoo;1689;Tokusima;126;Japan;JP
36238;Hanooratyoo;1689;Tokusima;126;Japan;JP
36239;Higasiiyayamason;1689;Tokusima;126;Japan;JP
36240;Hiwasatyoo;1689;Tokusima;126;Japan;JP
36241;Ikawatyoo;1689;Tokusima;126;Japan;JP
36242;Ikedatyoo;1689;Tokusima;126;Japan;JP
36243;Isiityoo;1689;Tokusima;126;Japan;JP
36244;Itanotyoo;1689;Tokusima;126;Japan;JP
36245;Itibatyoo;1689;Tokusima;126;Japan;JP
36246;Itiuson;1689;Tokusima;126;Japan;JP
36247;Kaihutyoo;1689;Tokusima;126;Japan;JP
36248;Kainantyoo;1689;Tokusima;126;Japan;JP
36249;Kamiitatyoo;1689;Tokusima;126;Japan;JP
36250;Kamikatutyoo;1689;Tokusima;126;Japan;JP
36251;Kaminakatyoo;1689;Tokusima;126;Japan;JP
36252;Kamiyamatyoo;1689;Tokusima;126;Japan;JP
36253;Kamozimatyoo;1689;Tokusima;126;Japan;JP
36254;Katuuratyoo;1689;Tokusima;126;Japan;JP
36255;Kawasimatyoo;1689;Tokusima;126;Japan;JP
36256;Kisawason;1689;Tokusima;126;Japan;JP
36257;Kitazimatyoo;1689;Tokusima;126;Japan;JP
36258;Kitooson;1689;Tokusima;126;Japan;JP
36259;Komatusimasi;1689;Tokusima;126;Japan;JP
36260;Koyadairason;1689;Tokusima;126;Japan;JP
36261;Matusigetyoo;1689;Tokusima;126;Japan;JP
36262;Mikamotyoo;1689;Tokusima;126;Japan;JP
36263;Mimatyoo;1689;Tokusima;126;Japan;JP
36264;Minotyoo;1689;Tokusima;126;Japan;JP
36265;Misatoson;1689;Tokusima;126;Japan;JP
36266;Miyosityoo;1689;Tokusima;126;Japan;JP
36267;Mugityoo;1689;Tokusima;126;Japan;JP
36268;Nakagawatyoo;1689;Tokusima;126;Japan;JP
36269;Narutosi;1689;Tokusima;126;Japan;JP
36270;Nisiiyayamason;1689;Tokusima;126;Japan;JP
36271;Sadamitutyoo;1689;Tokusima;126;Japan;JP
36272;Sanagootison;1689;Tokusima;126;Japan;JP
36273;Sisikuityoo;1689;Tokusima;126;Japan;JP
36274;Tokusimasi;1689;Tokusima;126;Japan;JP
36275;Wakityoo;1689;Tokusima;126;Japan;JP
36276;Wazikityoo;1689;Tokusima;126;Japan;JP
36277;Yamakawatyoo;1689;Tokusima;126;Japan;JP
36278;Yamasirotyoo;1689;Tokusima;126;Japan;JP
36279;Yosinotyoo;1689;Tokusima;126;Japan;JP
36280;Yukityoo;1689;Tokusima;126;Japan;JP
36281;Adatiku;1690;Tokyo;126;Japan;JP
36282;Akisimasi;1690;Tokyo;126;Japan;JP
36283;Aogasimamura;1690;Tokyo;126;Japan;JP
36284;Arakawaku;1690;Tokyo;126;Japan;JP
36285;Bunkyooku;1690;Tokyo;126;Japan;JP
36286;Edogawaku;1690;Tokyo;126;Japan;JP
36287;Hamurasi;1690;Tokyo;126;Japan;JP
36288;Hatioozisi;1690;Tokyo;126;Japan;JP
36289;Hatizyoomati;1690;Tokyo;126;Japan;JP
36290;Higasikurumesi;1690;Tokyo;126;Japan;JP
36291;Higasimurayamasi;1690;Tokyo;126;Japan;JP
36292;Higasiyamatosi;1690;Tokyo;126;Japan;JP
36293;Hinodemati;1690;Tokyo;126;Japan;JP
36294;Hinoharamura;1690;Tokyo;126;Japan;JP
36295;Hinosi;1690;Tokyo;126;Japan;JP
36296;Hooyasi;1690;Tokyo;126;Japan;JP
36297;Hussasi;1690;Tokyo;126;Japan;JP
36298;Hutyuusi;1690;Tokyo;126;Japan;JP
36299;Inagisi;1690;Tokyo;126;Japan;JP
36300;Itabasiku;1690;Tokyo;126;Japan;JP
36301;Katusikaku;1690;Tokyo;126;Japan;JP
36302;Kitaku;1690;Tokyo;126;Japan;JP
36303;Kiyosesi;1690;Tokyo;126;Japan;JP
36304;Kodairasi;1690;Tokyo;126;Japan;JP
36305;Koganeesi;1690;Tokyo;126;Japan;JP
36306;Kokubunzisi;1690;Tokyo;126;Japan;JP
36307;Komaesi;1690;Tokyo;126;Japan;JP
36308;Koodusimamura;1690;Tokyo;126;Japan;JP
36309;Kootooku;1690;Tokyo;126;Japan;JP
36310;Kunitatisi;1690;Tokyo;126;Japan;JP
36311;Matidasi;1690;Tokyo;126;Japan;JP
36312;Meguroku;1690;Tokyo;126;Japan;JP
36313;Mikurazimamura;1690;Tokyo;126;Japan;JP
36314;Minatoku;1690;Tokyo;126;Japan;JP
36315;Mitakasi;1690;Tokyo;126;Japan;JP
36316;Miyakemura;1690;Tokyo;126;Japan;JP
36317;Mizuhomati;1690;Tokyo;126;Japan;JP
36318;Musasimurayamasi;1690;Tokyo;126;Japan;JP
36319;Musasinosi;1690;Tokyo;126;Japan;JP
36320;Name Unknown;1690;Tokyo;126;Japan;JP
36321;Nakanoku;1690;Tokyo;126;Japan;JP
36322;Nerimaku;1690;Tokyo;126;Japan;JP
36323;Niizimamura;1690;Tokyo;126;Japan;JP
36324;Ogasawaramura;1690;Tokyo;126;Japan;JP
36325;Okutamamati;1690;Tokyo;126;Japan;JP
36326;Oomesi;1690;Tokyo;126;Japan;JP
36327;Oosimamati;1690;Tokyo;126;Japan;JP
36328;Ootaku;1690;Tokyo;126;Japan;JP
36329;Setagayaku;1690;Tokyo;126;Japan;JP
36330;Shozokumiteeti;1690;Tokyo;126;Japan;JP
36331;Sibuyaku;1690;Tokyo;126;Japan;JP
36332;Sinagawaku;1690;Tokyo;126;Japan;JP
36333;Sinzyukuku;1690;Tokyo;126;Japan;JP
36334;Suginamiku;1690;Tokyo;126;Japan;JP
36335;Sumidaku;1690;Tokyo;126;Japan;JP
36336;Taitooku;1690;Tokyo;126;Japan;JP
36337;Tamasi;1690;Tokyo;126;Japan;JP
36338;Tanasisi;1690;Tokyo;126;Japan;JP
36339;Tatikawasi;1690;Tokyo;126;Japan;JP
36340;Tiyodaku;1690;Tokyo;126;Japan;JP
36341;Tosimaku;1690;Tokyo;126;Japan;JP
36342;Tosimamura;1690;Tokyo;126;Japan;JP
36343;Tyoohusi;1690;Tokyo;126;Japan;JP
36344;Tyuuooku;1690;Tokyo;126;Japan;JP
36345;Aimityoo;1691;Tottori;126;Japan;JP
36346;Akasakityoo;1691;Tottori;126;Japan;JP
36347;Aoyatyoo;1691;Tottori;126;Japan;JP
36348;Daieetyoo;1691;Tottori;126;Japan;JP
36349;Daisentyoo;1691;Tottori;126;Japan;JP
36350;Hattootyoo;1691;Tottori;126;Japan;JP
36351;Hawaityoo;1691;Tottori;126;Japan;JP
36352;Hieduson;1691;Tottori;126;Japan;JP
36353;Hinotyoo;1691;Tottori;126;Japan;JP
36354;Hoozyootyoo;1691;Tottori;126;Japan;JP
36355;Hukubeson;1691;Tottori;126;Japan;JP
36356;Hunaokatyoo;1691;Tottori;126;Japan;JP
36357;Iwamityoo;1691;Tottori;126;Japan;JP
36358;Kawaharatyoo;1691;Tottori;126;Japan;JP
36359;Ketakatyoo;1691;Tottori;126;Japan;JP
36360;Kisimototyoo;1691;Tottori;126;Japan;JP
36361;Kokuhutyoo;1691;Tottori;126;Japan;JP
36362;Koogetyoo;1691;Tottori;126;Japan;JP
36363;Koohutyoo;1691;Tottori;126;Japan;JP
36364;Kurayosisi;1691;Tottori;126;Japan;JP
36365;Misakityoo;1691;Tottori;126;Japan;JP
36366;Mizokutityoo;1691;Tottori;126;Japan;JP
36367;Motigasetyoo;1691;Tottori;126;Japan;JP
36368;Nakayamatyoo;1691;Tottori;126;Japan;JP
36369;Nawatyoo;1691;Tottori;126;Japan;JP
36370;Nitinantyoo;1691;Tottori;126;Japan;JP
36371;Saihakutyoo;1691;Tottori;126;Japan;JP
36372;Sakaiminatosi;1691;Tottori;126;Japan;JP
