ADM2 Code;City;ADM1 Code;State;ADM0 Code;Country;Country Code
487;Aghdash;147298;Aran;19;Azerbaijan;AZ
488;Aghdam;147306;Yukhari Garabakh;19;Azerbaijan;AZ
489;Agdjabedi;147298;Aran;19;Azerbaijan;AZ
490;Aghstafa;147300;Ganja-Gazakh;19;Azerbaijan;AZ
491;Aghsu;147299;Daghlig Shirvan;19;Azerbaijan;AZ
492;Shirvan;147298;Aran;19;Azerbaijan;AZ
493;Absheron;147297;Absheron;19;Azerbaijan;AZ
494;Astara;147303;Lankaran;19;Azerbaijan;AZ
495;Baku;147297;Absheron;19;Azerbaijan;AZ
496;Barda;147298;Aran;19;Azerbaijan;AZ
498;Beilagan;147298;Aran;19;Azerbaijan;AZ
499;Balaken;147305;Shaki-Zaqatala;19;Azerbaijan;AZ
500;Bilasuvar;147298;Aran;19;Azerbaijan;AZ
501;Shahbuz;147304;Nakhchivan;19;Azerbaijan;AZ
502;Shamkir;147300;Ganja-Gazakh;19;Azerbaijan;AZ
503;Sheki;147305;Shaki-Zaqatala;19;Azerbaijan;AZ
504;Shamakhi;147299;Daghlig Shirvan;19;Azerbaijan;AZ
506;Dashkesan;147300;Ganja-Gazakh;19;Azerbaijan;AZ
507;Shabran;147301;Guba-Khachmaz;19;Azerbaijan;AZ
508;Jalilabad;147303;Lankaran;19;Azerbaijan;AZ
509;Jebrail;147306;Yukhari Garabakh;19;Azerbaijan;AZ
513;Fuzuli;147306;Yukhari Garabakh;19;Azerbaijan;AZ
514;Gabala;147305;Shaki-Zaqatala;19;Azerbaijan;AZ
515;Gakh;147305;Shaki-Zaqatala;19;Azerbaijan;AZ
516;Ganja;147300;Ganja-Gazakh;19;Azerbaijan;AZ
517;Goychay;147298;Aran;19;Azerbaijan;AZ
519;Gobustan;147299;Daghlig Shirvan;19;Azerbaijan;AZ
520;Gusar;147301;Guba-Khachmaz;19;Azerbaijan;AZ
521;Imishli;147298;Aran;19;Azerbaijan;AZ
522;Ismailli;147299;Daghlig Shirvan;19;Azerbaijan;AZ
523;Gazakh;147300;Ganja-Gazakh;19;Azerbaijan;AZ
524;Gadabey;147300;Ganja-Gazakh;19;Azerbaijan;AZ
526;Hajigabul;147298;Aran;19;Azerbaijan;AZ
527;Goygol;147300;Ganja-Gazakh;19;Azerbaijan;AZ
528;Khachmaz;147301;Guba-Khachmaz;19;Azerbaijan;AZ
529;Khizi;147297;Absheron;19;Azerbaijan;AZ
530;Guba;147301;Guba-Khachmaz;19;Azerbaijan;AZ
531;Gubadli;147302;Kalbajar-Lachin;19;Azerbaijan;AZ
532;Kyurdamir;147298;Aran;19;Azerbaijan;AZ
534;Administrative unit not available;147307;Administrative unit not available;19;Azerbaijan;AZ
535;Lachin;147302;Kalbajar-Lachin;19;Azerbaijan;AZ
536;Lenkeran;147303;Lankaran;19;Azerbaijan;AZ
537;Lerik;147303;Lankaran;19;Azerbaijan;AZ
538;Masalli;147303;Lankaran;19;Azerbaijan;AZ
539;Mingechevir;147298;Aran;19;Azerbaijan;AZ
540;Naftalan;147300;Ganja-Gazakh;19;Azerbaijan;AZ
541;Nakhchivan;147304;Nakhchivan;19;Azerbaijan;AZ
542;Neftchala;147298;Aran;19;Azerbaijan;AZ
543;Oghuz;147305;Shaki-Zaqatala;19;Azerbaijan;AZ
546;Saatli;147298;Aran;19;Azerbaijan;AZ
547;Sabirabad;147298;Aran;19;Azerbaijan;AZ
548;Salyan;147298;Aran;19;Azerbaijan;AZ
550;Sederek;147304;Nakhchivan;19;Azerbaijan;AZ
551;Siazan;147301;Guba-Khachmaz;19;Azerbaijan;AZ
552;Sumgayit;147297;Absheron;19;Azerbaijan;AZ
554;Tovuz;147300;Ganja-Gazakh;19;Azerbaijan;AZ
555;Ujar;147298;Aran;19;Azerbaijan;AZ
556;Yardimli;147303;Lankaran;19;Azerbaijan;AZ
558;Zagatala;147305;Shaki-Zaqatala;19;Azerbaijan;AZ
559;Zangilan;147302;Kalbajar-Lachin;19;Azerbaijan;AZ
560;Zardab;147298;Aran;19;Azerbaijan;AZ
1379;Bakel;1377;Tambacounda;217;Senegal;SN
1380;Birkilane;1378;Kaffrine;217;Senegal;SN
1381;Bounkiling;1376;Sedhiou;217;Senegal;SN
1382;Dakar;2636;Dakar;217;Senegal;SN
1383;Gossas;47586;Fatick;217;Senegal;SN
1384;Goudiry;1377;Tambacounda;217;Senegal;SN
1394;Goudomp;1376;Sedhiou;217;Senegal;SN
1395;Guinguineo;1373;Kaolack;217;Senegal;SN
1396;Kaffrine;1378;Kaffrine;217;Senegal;SN
1397;Kedougou;1374;Kedougou;217;Senegal;SN
1408;Kolda;1375;Kolda;217;Senegal;SN
1486;Koungueul;1378;Kaffrine;217;Senegal;SN
1488;Koupentoum;1377;Tambacounda;217;Senegal;SN
1497;Maleme hodar;1378;Kaffrine;217;Senegal;SN
1499;Medina yoro foula;1375;Kolda;217;Senegal;SN
1510;Salemata;1374;Kedougou;217;Senegal;SN
1538;Saraya;1374;Kedougou;217;Senegal;SN
1609;Sedhiou;1376;Sedhiou;217;Senegal;SN
1649;Tambacounda;1377;Tambacounda;217;Senegal;SN
3448;Eshkmesh;272;Badakhshan;1;Afghanistan;AF
3452;Koran wa Monjan;272;Badakhshan;1;Afghanistan;AF
3454;Shahr-e-Buzorg;272;Badakhshan;1;Afghanistan;AF
3455;Shighnan;272;Badakhshan;1;Afghanistan;AF
3456;Wakhan;272;Badakhshan;1;Afghanistan;AF
3457;Zebak;272;Badakhshan;1;Afghanistan;AF
3459;Ghormach;273;Badghis;1;Afghanistan;AF
3460;Jawand;273;Badghis;1;Afghanistan;AF
3462;Balamurghab;273;Badghis;1;Afghanistan;AF
3468;Burka;274;Baghlan;1;Afghanistan;AF
3469;Dahana-e-Ghori;274;Baghlan;1;Afghanistan;AF
3470;Doshi;274;Baghlan;1;Afghanistan;AF
3472;Khenjan;274;Baghlan;1;Afghanistan;AF
3475;Pul-e- khumri;274;Baghlan;1;Afghanistan;AF
3476;Tala Wa barfak;274;Baghlan;1;Afghanistan;AF
3477;Balkh;275;Balkh;1;Afghanistan;AF
3478;Charbulak;275;Balkh;1;Afghanistan;AF
3479;Charkent;275;Balkh;1;Afghanistan;AF
3480;Chemtal;275;Balkh;1;Afghanistan;AF
3481;Dawlatabad;275;Balkh;1;Afghanistan;AF
3482;Dehdadi;275;Balkh;1;Afghanistan;AF
3486;Marmul;275;Balkh;1;Afghanistan;AF
3487;Mazar-e-Sharif;275;Balkh;1;Afghanistan;AF
3488;Nahr-e- Shahi;275;Balkh;1;Afghanistan;AF
3489;Sholgareh;275;Balkh;1;Afghanistan;AF
3490;Shortepa;275;Balkh;1;Afghanistan;AF
3491;Bamyan;276;Bamyan;1;Afghanistan;AF
3493;Shibar;276;Bamyan;1;Afghanistan;AF
3495;Yakawlang;276;Bamyan;1;Afghanistan;AF
3496;Anardara;277;Farah;1;Afghanistan;AF
3497;Bakwa;277;Farah;1;Afghanistan;AF
3498;Balabuluk;277;Farah;1;Afghanistan;AF
3499;Farah;277;Farah;1;Afghanistan;AF
3500;Gulestan;277;Farah;1;Afghanistan;AF
3501;Khak-e-Safed;277;Farah;1;Afghanistan;AF
3502;Lash-e-Juwayn;277;Farah;1;Afghanistan;AF
3503;Purchaman;277;Farah;1;Afghanistan;AF
3504;Pushtrod;277;Farah;1;Afghanistan;AF
3505;Qala-e-Kah;277;Farah;1;Afghanistan;AF
3506;Shibkoh;277;Farah;1;Afghanistan;AF
3507;Almar;278;Faryab;1;Afghanistan;AF
3508;Qorghan;278;Faryab;1;Afghanistan;AF
3510;Dawlatabad;278;Faryab;1;Afghanistan;AF
3511;Khan-e-Char Bagh;278;Faryab;1;Afghanistan;AF
3513;Kohestan;278;Faryab;1;Afghanistan;AF
3517;Qaysar;278;Faryab;1;Afghanistan;AF
3518;Shirintagab;278;Faryab;1;Afghanistan;AF
3519;Abband;279;Ghazni;1;Afghanistan;AF
3520;Ajrestan;279;Ghazni;1;Afghanistan;AF
3521;Andar;279;Ghazni;1;Afghanistan;AF
3523;Dehyak;279;Ghazni;1;Afghanistan;AF
3524;Gelan;279;Ghazni;1;Afghanistan;AF
3525;Ghazni;279;Ghazni;1;Afghanistan;AF
3526;Giro;279;Ghazni;1;Afghanistan;AF
3528;Jaghuri;279;Ghazni;1;Afghanistan;AF
3529;Malestan;279;Ghazni;1;Afghanistan;AF
3530;Muqur;279;Ghazni;1;Afghanistan;AF
3532;Nawur;279;Ghazni;1;Afghanistan;AF
3533;Qarabagh;279;Ghazni;1;Afghanistan;AF
3534;Zanakhan;279;Ghazni;1;Afghanistan;AF
3536;Lal Wa Sarjangal;280;Ghor;1;Afghanistan;AF
3537;Pasaband;280;Ghor;1;Afghanistan;AF
3538;Saghar;280;Ghor;1;Afghanistan;AF
3540;Taywarah;280;Ghor;1;Afghanistan;AF
3541;Tolak;280;Ghor;1;Afghanistan;AF
3542;Baghran;281;Hilmand;1;Afghanistan;AF
3543;Deh-e-shu;281;Hilmand;1;Afghanistan;AF
3544;Garmser;281;Hilmand;1;Afghanistan;AF
3545;Kajaki;281;Hilmand;1;Afghanistan;AF
3546;Lashkargah;281;Hilmand;1;Afghanistan;AF
3547;Musaqalah;281;Hilmand;1;Afghanistan;AF
3548;Nad-e-Ali;281;Hilmand;1;Afghanistan;AF
3549;Nahr-e-Saraj;281;Hilmand;1;Afghanistan;AF
3550;Nawzad;281;Hilmand;1;Afghanistan;AF
3551;Nawa-e-Barakzaiy;281;Hilmand;1;Afghanistan;AF
3552;Reg;281;Hilmand;1;Afghanistan;AF
3553;Sangin;281;Hilmand;1;Afghanistan;AF
3554;Washer;281;Hilmand;1;Afghanistan;AF
3556;Chisht-e-Sharif;282;Hirat;1;Afghanistan;AF
3557;Farsi;282;Hirat;1;Afghanistan;AF
3559;Gulran;282;Hirat;1;Afghanistan;AF
3561;Herat;282;Hirat;1;Afghanistan;AF
3562;Injil;282;Hirat;1;Afghanistan;AF
3563;Karukh;282;Hirat;1;Afghanistan;AF
3565;Kushk;282;Hirat;1;Afghanistan;AF
3567;Obe;282;Hirat;1;Afghanistan;AF
3568;Pashtunzarghun;282;Hirat;1;Afghanistan;AF
3569;Shindand;282;Hirat;1;Afghanistan;AF
3570;Zindajan;282;Hirat;1;Afghanistan;AF
3574;Khamyab;283;Jawzjan;1;Afghanistan;AF
3575;Khwajadukoh;283;Jawzjan;1;Afghanistan;AF
3576;Mardyan;283;Jawzjan;1;Afghanistan;AF
3577;Mingajik;283;Jawzjan;1;Afghanistan;AF
3578;Qarqin;283;Jawzjan;1;Afghanistan;AF
3579;Shiberghan;283;Jawzjan;1;Afghanistan;AF
3580;Bagrami;284;Kabul;1;Afghanistan;AF
3581;Chaharasyab;284;Kabul;1;Afghanistan;AF
3582;Dehsabz;284;Kabul;1;Afghanistan;AF
3583;Farza;284;Kabul;1;Afghanistan;AF
3584;Estalef;284;Kabul;1;Afghanistan;AF
3585;Kabul;284;Kabul;1;Afghanistan;AF
3586;Kalakan;284;Kabul;1;Afghanistan;AF
3587;Khak-e- Jabbar;284;Kabul;1;Afghanistan;AF
3588;Mirbachakot;284;Kabul;1;Afghanistan;AF
3589;Musayi;284;Kabul;1;Afghanistan;AF
3590;Paghman;284;Kabul;1;Afghanistan;AF
3591;Qarabagh;284;Kabul;1;Afghanistan;AF
3593;Surobi;284;Kabul;1;Afghanistan;AF
3594;Arghandab;285;Kandahar;1;Afghanistan;AF
3595;Arghestan;285;Kandahar;1;Afghanistan;AF
3596;Daman;285;Kandahar;1;Afghanistan;AF
3597;Ghorak;285;Kandahar;1;Afghanistan;AF
3598;Kandahar;285;Kandahar;1;Afghanistan;AF
3599;Khakrez;285;Kandahar;1;Afghanistan;AF
3600;Maruf;285;Kandahar;1;Afghanistan;AF
3601;Maywand;285;Kandahar;1;Afghanistan;AF
3603;Reg;285;Kandahar;1;Afghanistan;AF
3605;Shorabak;285;Kandahar;1;Afghanistan;AF
3606;Spinboldak;285;Kandahar;1;Afghanistan;AF
3607;Alasay;286;Kapisa;1;Afghanistan;AF
3608;Kohband;286;Kapisa;1;Afghanistan;AF
3610;Mahmud-e- Raqi;286;Kapisa;1;Afghanistan;AF
3611;Nejrab;286;Kapisa;1;Afghanistan;AF
3612;Tagab;286;Kapisa;1;Afghanistan;AF
3613;Bak;287;Khost;1;Afghanistan;AF
3614;Gurbuz;287;Khost;1;Afghanistan;AF
3615;Jajimaydan;287;Khost;1;Afghanistan;AF
3616;Khost(Matun);287;Khost;1;Afghanistan;AF
3617;Mandozayi;287;Khost;1;Afghanistan;AF
3619;Nadirshahkot;287;Khost;1;Afghanistan;AF
3620;Qalandar;287;Khost;1;Afghanistan;AF
3621;Sabari;287;Khost;1;Afghanistan;AF
3622;Spera;287;Khost;1;Afghanistan;AF
3623;Tani;287;Khost;1;Afghanistan;AF
3624;Terezayi;287;Khost;1;Afghanistan;AF
3627;Chapadara;288;Kunar;1;Afghanistan;AF
3628;Chawkay;288;Kunar;1;Afghanistan;AF
3629;Dangam;288;Kunar;1;Afghanistan;AF
3630;Khaskunar;288;Kunar;1;Afghanistan;AF
3631;Marawara;288;Kunar;1;Afghanistan;AF
3632;Narang;288;Kunar;1;Afghanistan;AF
3633;Nari;288;Kunar;1;Afghanistan;AF
3634;Nurgal;288;Kunar;1;Afghanistan;AF
3635;Dara-e-Pech;288;Kunar;1;Afghanistan;AF
3636;Sarkani;288;Kunar;1;Afghanistan;AF
3637;Aliabad;289;Kunduz;1;Afghanistan;AF
3638;Dasht-e-Archi;289;Kunduz;1;Afghanistan;AF
3639;Chardarah;289;Kunduz;1;Afghanistan;AF
3640;Emamsaheb;289;Kunduz;1;Afghanistan;AF
3641;Khanabad;289;Kunduz;1;Afghanistan;AF
3642;Kunduz;289;Kunduz;1;Afghanistan;AF
3643;Qala-e-Zal;289;Kunduz;1;Afghanistan;AF
3644;Alingar;290;Laghman;1;Afghanistan;AF
3645;Alishang;290;Laghman;1;Afghanistan;AF
3646;Dawlatshah;290;Laghman;1;Afghanistan;AF
3647;Mehtarlam;290;Laghman;1;Afghanistan;AF
3648;Qarghayi;290;Laghman;1;Afghanistan;AF
3649;Barakibarak;291;Logar;1;Afghanistan;AF
3651;Khoshi;291;Logar;1;Afghanistan;AF
3652;Mohammadagha;291;Logar;1;Afghanistan;AF
3653;Pul-e- Alam;291;Logar;1;Afghanistan;AF
3654;Achin;292;Nangarhar;1;Afghanistan;AF
3655;Batikot;292;Nangarhar;1;Afghanistan;AF
3656;Chaparhar;292;Nangarhar;1;Afghanistan;AF
3657;Dara-e-Nur;292;Nangarhar;1;Afghanistan;AF
3658;Dehbala;292;Nangarhar;1;Afghanistan;AF
3659;Durbaba;292;Nangarhar;1;Afghanistan;AF
3660;Goshta;292;Nangarhar;1;Afghanistan;AF
3661;Hesarak;292;Nangarhar;1;Afghanistan;AF
3663;Kama;292;Nangarhar;1;Afghanistan;AF
3664;Khogyani;292;Nangarhar;1;Afghanistan;AF
3665;Kuzkunar;292;Nangarhar;1;Afghanistan;AF
3666;Lalpur;292;Nangarhar;1;Afghanistan;AF
3667;Muhmand Dara;292;Nangarhar;1;Afghanistan;AF
3668;Nazyan;292;Nangarhar;1;Afghanistan;AF
3669;Pachieragam;292;Nangarhar;1;Afghanistan;AF
3671;Sherzad;292;Nangarhar;1;Afghanistan;AF
3672;Shinwar;292;Nangarhar;1;Afghanistan;AF
3673;Surkhrod;292;Nangarhar;1;Afghanistan;AF
3674;Charburjak;293;Nimroz;1;Afghanistan;AF
3675;Chakhansur;293;Nimroz;1;Afghanistan;AF
3676;Kang;293;Nimroz;1;Afghanistan;AF
3677;Khashrod;293;Nimroz;1;Afghanistan;AF
3678;Zaranj;293;Nimroz;1;Afghanistan;AF
3679;Barg-e- Matal;294;Nuristan;1;Afghanistan;AF
3680;Kamdesh;294;Nuristan;1;Afghanistan;AF
3682;Nurgeram;294;Nuristan;1;Afghanistan;AF
3684;Waygal;294;Nuristan;1;Afghanistan;AF
3685;Bermel;295;Paktika;1;Afghanistan;AF
3686;Dila;295;Paktika;1;Afghanistan;AF
3687;Gyan;295;Paktika;1;Afghanistan;AF
3688;Gomal;295;Paktika;1;Afghanistan;AF
3689;Matakhan;295;Paktika;1;Afghanistan;AF
3690;Naka;295;Paktika;1;Afghanistan;AF
3691;Omna;295;Paktika;1;Afghanistan;AF
3692;Sarrawzah(Sarhawzah);295;Paktika;1;Afghanistan;AF
3693;Sarobi;295;Paktika;1;Afghanistan;AF
3695;Urgun;295;Paktika;1;Afghanistan;AF
3697;Wormamay;295;Paktika;1;Afghanistan;AF
3699;Ziruk;295;Paktika;1;Afghanistan;AF
3700;Azra;291;Logar;1;Afghanistan;AF
3701;Chamkani;296;Paktya;1;Afghanistan;AF
3702;Dand wa Patan;296;Paktya;1;Afghanistan;AF
3703;Gardez;296;Paktya;1;Afghanistan;AF
3704;Zadran;296;Paktya;1;Afghanistan;AF
3705;Alikhel (Jaji);296;Paktya;1;Afghanistan;AF
3707;Lija Ahmad Khel;296;Paktya;1;Afghanistan;AF
3709;Shamal;287;Khost;1;Afghanistan;AF
3710;Shawak;296;Paktya;1;Afghanistan;AF
3711;Zurmat;296;Paktya;1;Afghanistan;AF
3712;Bagram;99880;Parwan;1;Afghanistan;AF
3714;Ghorband;99880;Parwan;1;Afghanistan;AF
3716;Dara;99879;Panjsher;1;Afghanistan;AF
3717;Jabalussaraj;99880;Parwan;1;Afghanistan;AF
3718;Koh-e- Safi;99880;Parwan;1;Afghanistan;AF
3720;Salang;99880;Parwan;1;Afghanistan;AF
3721;Shekhali;99880;Parwan;1;Afghanistan;AF
3722;Shinwari;99880;Parwan;1;Afghanistan;AF
3723;Surkh-e- Parsa;99880;Parwan;1;Afghanistan;AF
3724;Aybak;298;Samangan;1;Afghanistan;AF
3727;Khuram Wa Sarbagh;298;Samangan;1;Afghanistan;AF
3728;Ruy-e-Duab;298;Samangan;1;Afghanistan;AF
3729;Balkhab;299;Sar-e-Pul;1;Afghanistan;AF
3730;Kohestanat;299;Sar-e-Pul;1;Afghanistan;AF
3733;Sayad;299;Sar-e-Pul;1;Afghanistan;AF
3735;Bangi;300;Takhar;1;Afghanistan;AF
3736;Chahab;300;Takhar;1;Afghanistan;AF
3737;Chal;300;Takhar;1;Afghanistan;AF
3738;Darqad;300;Takhar;1;Afghanistan;AF
3740;Eshkashem;300;Takhar;1;Afghanistan;AF
3741;Kalafgan;300;Takhar;1;Afghanistan;AF
3743;Rostaq;300;Takhar;1;Afghanistan;AF
3744;Taloqan;300;Takhar;1;Afghanistan;AF
3745;Warsaj;300;Takhar;1;Afghanistan;AF
3747;Chora;99881;Uruzgan;1;Afghanistan;AF
3749;Dehrawud;99881;Uruzgan;1;Afghanistan;AF
3750;Gizab;99878;Daykundi;1;Afghanistan;AF
3751;Khasuruzgan;99881;Uruzgan;1;Afghanistan;AF
3753;Nesh;285;Kandahar;1;Afghanistan;AF
3756;Tirinkot;99881;Uruzgan;1;Afghanistan;AF
3757;Chak;302;Wardak;1;Afghanistan;AF
3760;Jalrez;302;Wardak;1;Afghanistan;AF
3762;Maydanshahr;302;Wardak;1;Afghanistan;AF
3763;Nerkh;302;Wardak;1;Afghanistan;AF
3764;Saydabad;302;Wardak;1;Afghanistan;AF
3765;Arghandab;303;Zabul;1;Afghanistan;AF
3766;Atghar;303;Zabul;1;Afghanistan;AF
3768;Mizan;303;Zabul;1;Afghanistan;AF
3769;Qalat;303;Zabul;1;Afghanistan;AF
3770;Shahjoy;303;Zabul;1;Afghanistan;AF
3771;Shomulzay;303;Zabul;1;Afghanistan;AF
3772;Shinkay;303;Zabul;1;Afghanistan;AF
3773;Tarnak Wa Jaldak;303;Zabul;1;Afghanistan;AF
3775;Berat;305;Berat;3;Albania;AL
3776;Cukalat;305;Berat;3;Albania;AL
3777;Kutalli;305;Berat;3;Albania;AL
3778;Lumas;305;Berat;3;Albania;AL
3779;Otllak;305;Berat;3;Albania;AL
3780;Poshnje;305;Berat;3;Albania;AL
3781;Roshnik;305;Berat;3;Albania;AL
3782;Sinje;305;Berat;3;Albania;AL
3783;Terpan;305;Berat;3;Albania;AL
3784;Ura Vajgurore;305;Berat;3;Albania;AL
3785;Velabisht;305;Berat;3;Albania;AL
3786;Vertop;305;Berat;3;Albania;AL
3787;Bulqize;306;Bulqize;3;Albania;AL
3788;Fushe Bulqize;306;Bulqize;3;Albania;AL
3789;Gjorice;306;Bulqize;3;Albania;AL
3790;Klenje;306;Bulqize;3;Albania;AL
3791;Martanesh;306;Bulqize;3;Albania;AL
3792;Ostren;306;Bulqize;3;Albania;AL
3793;Shupenze;306;Bulqize;3;Albania;AL
3794;Zerqan;306;Bulqize;3;Albania;AL
3795;Delvine;307;Delvine;3;Albania;AL
3796;Finiq;307;Delvine;3;Albania;AL
3797;Mesopotan;307;Delvine;3;Albania;AL
3798;Vergo;307;Delvine;3;Albania;AL
3799;Bashkia Bilisht;308;Devoll;3;Albania;AL
3800;Bilisht;308;Devoll;3;Albania;AL
3801;Hocisht;308;Devoll;3;Albania;AL
3802;Miras;308;Devoll;3;Albania;AL
3803;Proger;308;Devoll;3;Albania;AL
3804;Arras;309;Diber;3;Albania;AL
3805;Fushe Cidhen;309;Diber;3;Albania;AL
3806;Kala E Dodes;309;Diber;3;Albania;AL
3807;Kastriot;309;Diber;3;Albania;AL
3808;Lure;309;Diber;3;Albania;AL
3809;Luzni;309;Diber;3;Albania;AL
3810;Maqellare;309;Diber;3;Albania;AL
3811;Melan;309;Diber;3;Albania;AL
3812;Muhurr;309;Diber;3;Albania;AL
3813;Peshkopi;309;Diber;3;Albania;AL
3814;Qender Tomin;309;Diber;3;Albania;AL
3815;Selishte;309;Diber;3;Albania;AL
3816;Sllove;309;Diber;3;Albania;AL
3817;Zall Dardhe;309;Diber;3;Albania;AL
3818;Zall Rec;309;Diber;3;Albania;AL
3819;Durres;310;Durres;3;Albania;AL
3820;Gjepalaj;310;Durres;3;Albania;AL
3821;Ishem;310;Durres;3;Albania;AL
3822;Katund I Ri;310;Durres;3;Albania;AL
3823;Maminas;310;Durres;3;Albania;AL
3824;Manez;310;Durres;3;Albania;AL
3825;Rashbull;310;Durres;3;Albania;AL
3826;Shijak;310;Durres;3;Albania;AL
3827;Sukth;310;Durres;3;Albania;AL
3828;Xhafzotaj;310;Durres;3;Albania;AL
3829;Belsh;311;Elbasan;3;Albania;AL
3830;Bradashesh;311;Elbasan;3;Albania;AL
3831;Cerrik;311;Elbasan;3;Albania;AL
3832;Elbasan;311;Elbasan;3;Albania;AL
3833;Fierz;311;Elbasan;3;Albania;AL
3834;Funar;311;Elbasan;3;Albania;AL
3835;Gjegjan;311;Elbasan;3;Albania;AL
3836;Gjinar;311;Elbasan;3;Albania;AL
3837;Gostime;311;Elbasan;3;Albania;AL
3838;Gracen;311;Elbasan;3;Albania;AL
3839;Grekan;311;Elbasan;3;Albania;AL
3840;Kajan;311;Elbasan;3;Albania;AL
3841;Klos;311;Elbasan;3;Albania;AL
3842;Labinot Fushe;311;Elbasan;3;Albania;AL
3843;Labinot Mal;311;Elbasan;3;Albania;AL
3844;Mollas;311;Elbasan;3;Albania;AL
3845;Paper;311;Elbasan;3;Albania;AL
3846;Rrase;311;Elbasan;3;Albania;AL
3847;Shales;311;Elbasan;3;Albania;AL
3848;Shirgjan;311;Elbasan;3;Albania;AL
3849;Shushice;311;Elbasan;3;Albania;AL
3850;Tregan;311;Elbasan;3;Albania;AL
3851;Zavaline;311;Elbasan;3;Albania;AL
3852;Cakran;312;Fier;3;Albania;AL
3853;Dermenas;312;Fier;3;Albania;AL
3854;Fier;312;Fier;3;Albania;AL
3855;Frakull;312;Fier;3;Albania;AL
3856;Kuman;312;Fier;3;Albania;AL
3857;Kurjan;312;Fier;3;Albania;AL
3858;Levan;312;Fier;3;Albania;AL
3859;Libofshe;312;Fier;3;Albania;AL
3860;Mbrostar;312;Fier;3;Albania;AL
3861;Patos;312;Fier;3;Albania;AL
3862;Portez;312;Fier;3;Albania;AL
3863;Qender;312;Fier;3;Albania;AL
3864;Roskovec;312;Fier;3;Albania;AL
3865;Ruzhdie;312;Fier;3;Albania;AL
3866;Strumm;312;Fier;3;Albania;AL
3867;Topoje;312;Fier;3;Albania;AL
3868;Zharrez;312;Fier;3;Albania;AL
3869;Antigone;313;Gjirokaster;3;Albania;AL
3870;Cepo;313;Gjirokaster;3;Albania;AL
3871;Dropull Poshtem;313;Gjirokaster;3;Albania;AL
3872;Dropull Siperm;313;Gjirokaster;3;Albania;AL
3873;Gjirokaster;313;Gjirokaster;3;Albania;AL
3874;Lazarat;313;Gjirokaster;3;Albania;AL
3875;Libohove;313;Gjirokaster;3;Albania;AL
3876;Lunxheri;313;Gjirokaster;3;Albania;AL
3877;Odrie;313;Gjirokaster;3;Albania;AL
3878;Picar;313;Gjirokaster;3;Albania;AL
3879;Pogon;313;Gjirokaster;3;Albania;AL
3880;Qen.libohive;313;Gjirokaster;3;Albania;AL
3881;Zagorie;313;Gjirokaster;3;Albania;AL
3882;Gramsh;314;Gramsh;3;Albania;AL
3883;Kodovjat;314;Gramsh;3;Albania;AL
3884;Kukur;314;Gramsh;3;Albania;AL
3885;Kushove;314;Gramsh;3;Albania;AL
3886;Lenie;314;Gramsh;3;Albania;AL
3887;Pishaj;314;Gramsh;3;Albania;AL
3888;Porocan;314;Gramsh;3;Albania;AL
3889;Skenderbegas;314;Gramsh;3;Albania;AL
3890;Sult;314;Gramsh;3;Albania;AL
3891;Tunje;314;Gramsh;3;Albania;AL
3892;Fajza;315;Has;3;Albania;AL
3893;Gjinaj;315;Has;3;Albania;AL
3894;Golaj;315;Has;3;Albania;AL
3895;Krume;315;Has;3;Albania;AL
3896;Golem;316;Kavaje;3;Albania;AL
3897;Gose;316;Kavaje;3;Albania;AL
3898;Helmes;316;Kavaje;3;Albania;AL
3899;Kavaje;316;Kavaje;3;Albania;AL
3900;Kryevidh;316;Kavaje;3;Albania;AL
3901;Lekaj;316;Kavaje;3;Albania;AL
3902;Luz I Vogel;316;Kavaje;3;Albania;AL
3903;Rrogozhine;316;Kavaje;3;Albania;AL
3904;Sinaballaj;316;Kavaje;3;Albania;AL
3905;Synej;316;Kavaje;3;Albania;AL
3906;Barmash;317;Kolonje;3;Albania;AL
3907;Clirim;317;Kolonje;3;Albania;AL
3908;Erseke;317;Kolonje;3;Albania;AL
3909;Leskovik;317;Kolonje;3;Albania;AL
3910;Mollas;317;Kolonje;3;Albania;AL
3911;Novosele;317;Kolonje;3;Albania;AL
3912;Qender Erseke;317;Kolonje;3;Albania;AL
3913;Drenove;318;Korce;3;Albania;AL
3914;Gore;318;Korce;3;Albania;AL
3915;KorÔé¼e;318;Korce;3;Albania;AL
3916;Lekas;318;Korce;3;Albania;AL
3917;Libonik;318;Korce;3;Albania;AL
3918;Liqenas;318;Korce;3;Albania;AL
3919;Maliq;318;Korce;3;Albania;AL
3920;Moglice;318;Korce;3;Albania;AL
3921;Mollaj;318;Korce;3;Albania;AL
3922;Pirg;318;Korce;3;Albania;AL
3923;Pojan;318;Korce;3;Albania;AL
3924;Qender;318;Korce;3;Albania;AL
3925;Vithkuq;318;Korce;3;Albania;AL
3926;Voskop;318;Korce;3;Albania;AL
3927;Voskopoje;318;Korce;3;Albania;AL
3928;Vreshtas;318;Korce;3;Albania;AL
3929;Bubq;319;Kruje;3;Albania;AL
3930;Cudhi;319;Kruje;3;Albania;AL
3931;Fushe Kruje;319;Kruje;3;Albania;AL
3932;Koder Thumane;319;Kruje;3;Albania;AL
3933;Kruje;319;Kruje;3;Albania;AL
3934;Nikel;319;Kruje;3;Albania;AL
3935;Kozare;320;Kucove;3;Albania;AL
